name,i1,i2,i3,i4,o1,o2
RZE_cand_1894_cand_8252_cand_0,0.21,6,11.3,0.84,0.3,5.449639999999998
RZE_cand_1894_cand_8252_cand_1,0.21,6,11.3,0.84,0.3,8.043639999999998
RZE_cand_1894_cand_8252_cand_2,0.21,6,11.3,0.84,0.3,10.637639999999998
RZE_cand_1894_cand_8252_cand_3,0.21,6,11.3,0.84,0.3,13.231639999999999
RZE_cand_1894_cand_8252_cand_4,0.21,6,11.3,0.84,0.3,15.82564
RZE_cand_1894_cand_8252_cand_5,0.21,6,11.3,0.84,0.3,18.41964
RZE_cand_1894_cand_8252_cand_6,0.21,6,11.3,0.84,0.3,21.01364
RZE_cand_1894_cand_8252_cand_7,0.21,6,11.3,0.84,0.3,23.60764
RZE_cand_1894_cand_8252_cand_8,0.21,6,11.3,0.84,0.3,26.20164
RZE_cand_1894_cand_8252_cand_9,0.21,6,11.3,0.84,0.3,28.795640000000002
RZE_cand_1894_cand_8252_cand_10,0.21,6,11.3,0.84,0.3,31.389640000000004
RZE_cand_1894_cand_8252_cand_11,0.21,6,11.3,0.84,0.3,33.98364
RZE_cand_1894_cand_8252_cand_12,0.21,6,11.3,0.84,0.3,36.57764
RZE_cand_1894_cand_8252_cand_13,0.21,6,11.3,0.84,0.3,39.17164
RZE_cand_1894_cand_8252_cand_14,0.21,6,11.3,0.84,0.3,41.76564
RZE_cand_1894_cand_8252_cand_15,0.21,6,11.3,0.84,0.3,44.35964
RZE_cand_1894_cand_8252_cand_16,0.21,6,11.3,0.84,0.3,46.95364
RZE_cand_1894_cand_8252_cand_17,0.21,6,11.3,0.84,0.3,49.54764
RZE_cand_1894_cand_8252_cand_18,0.21,6,11.3,0.84,0.3,52.14164
RZE_cand_1894_cand_8252_cand_19,0.21,6,11.3,0.84,0.3,54.735640000000004
RZE_cand_1894_cand_8252_cand_20,0.21,6,11.3,0.84,0.3,57.329640000000005
RZE_cand_1894_cand_8252_cand_21,0.21,6,11.3,0.84,0.3,59.92364
RZE_cand_1894_cand_8252_cand_22,0.21,6,11.3,0.84,0.3,62.51764
RZE_cand_1894_cand_8252_cand_23,0.21,6,11.3,0.84,0.3,65.11164000000001
RZE_cand_1894_cand_8252_cand_24,0.21,6,11.3,0.84,0.3,67.70564
RZE_cand_1894_cand_8252_cand_25,0.21,6,11.3,0.84,0.3,70.29964000000001
RZE_cand_1894_cand_8252_cand_26,0.21,6,11.3,0.84,0.3,72.89364
RZE_cand_1894_cand_8252_cand_27,0.21,6,11.3,0.84,0.3,75.48764000000001
RZE_cand_1894_cand_8252_cand_28,0.21,6,11.3,0.84,0.3,78.08164000000001
RZE_cand_1894_cand_8252_cand_29,0.21,6,11.3,0.84,0.3,80.67564000000002
RZE_cand_1894_cand_8252_cand_30,0.21,6,11.3,0.84,0.3,83.26964000000001
RZE_cand_1894_cand_8252_cand_31,0.21,6,11.3,0.84,0.3,85.86364000000002
RZE_cand_1894_cand_8252_cand_32,0.21,6,11.3,0.84,0.3,88.45764000000001
RZE_cand_1894_cand_8252_cand_33,0.21,6,11.3,0.84,0.3,91.05164
RZE_cand_1894_cand_8252_cand_34,0.21,6,11.3,0.84,0.3,93.64564000000001
RZE_cand_1894_cand_8252_cand_35,0.21,6,11.3,0.84,0.3,96.23964000000001
RZE_cand_1894_cand_8252_cand_36,0.21,6,11.3,0.84,0.3,98.83364000000002
RZE_cand_1894_cand_8252_cand_37,0.21,6,11.3,0.84,0.3,101.42764000000001
RZE_cand_1894_cand_8252_cand_38,0.21,6,11.3,0.84,0.3,104.02164000000002
RZE_cand_1894_cand_8252_cand_39,0.21,6,11.3,0.84,0.3,106.61564000000001
RZE_cand_1894_cand_8252_cand_40,0.21,6,11.3,0.84,0.3,109.20964000000002
RZE_cand_1894_cand_8252_cand_41,0.21,6,11.3,0.84,0.3,111.80364000000002
RZE_cand_1894_cand_8252_cand_42,0.21,6,11.3,0.84,0.3,114.39764000000001
RZE_cand_1894_cand_8252_cand_43,0.21,6,11.3,0.84,0.3,116.99164000000002
RZE_cand_1894_cand_8252_cand_44,0.21,6,11.3,0.84,0.3,119.58564000000001
RZE_cand_1894_cand_8252_cand_45,0.21,6,11.3,0.84,0.3,122.17964000000002
RZE_cand_1894_cand_8252_cand_46,0.21,6,11.3,0.84,0.3,124.77364000000001
RZE_cand_1894_cand_8252_cand_47,0.21,6,11.3,0.84,0.3,127.36764000000002
RZE_cand_1894_cand_8252_cand_48,0.21,6,11.3,0.84,0.3,129.96164000000002
RZE_cand_1894_cand_8252_cand_49,0.21,6,11.3,0.84,0.3,132.55564
RZE_cand_1894_cand_8252_cand_50,0.21,6,11.3,0.84,0.3,135.14964
RZE_cand_1894_cand_8252_cand_51,0.21,6,11.3,0.84,0.3,137.74364
RZE_cand_1894_cand_8252_cand_52,0.21,6,11.3,0.84,0.3,140.33764
RZE_cand_1894_cand_8252_cand_53,0.21,6,11.3,0.84,0.3,142.93164000000002
RZE_cand_1894_cand_8252_cand_54,0.21,6,11.3,0.84,0.3,145.52564
RZE_cand_1894_cand_8252_cand_55,0.21,6,11.3,0.84,0.3,148.11964
RZE_cand_1894_cand_8252_cand_56,0.21,6,11.3,0.84,0.3,150.71364
