candidate_name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,SZZ_efficiency,LCJ_efficiency,KAT_efficiency
RZE_cand_140,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,5.5000000000,1.0000000000,true,0.5864978903,0.4243085881,1.0000000000
RZE_cand_141,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,5.7000000000,1.0000000000,true,0.5864978903,0.4183673469,1.0000000000
RZE_cand_142,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,5.9000000000,1.0000000000,true,0.5864978903,0.4131545338,1.0000000000
RZE_cand_143,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,6.1000000000,1.0000000000,true,0.5864978903,0.4090909091,1.0000000000
RZE_cand_144,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,6.3000000000,1.0000000000,true,0.5864978903,0.4090909091,1.0000000000
RZE_cand_145,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,6.5000000000,1.0000000000,true,0.5864978903,0.4090909091,1.0000000000
RZE_cand_146,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,6.7000000000,1.0000000000,true,0.5864978903,0.4090909091,1.0000000000
RZE_cand_147,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,6.9000000000,1.0000000000,true,0.5864978903,0.4090909091,1.0000000000
RZE_cand_148,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,7.1000000000,1.0000000000,true,0.5864978903,0.4090909091,1.0000000000
RZE_cand_149,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,7.3000000000,1.0000000000,true,0.5864978903,0.4090909091,1.0000000000
RZE_cand_150,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,7.5000000000,1.0000000000,true,0.5864978903,0.4090909091,1.0000000000
RZE_cand_151,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,7.7000000000,1.0000000000,true,0.5864978903,0.4090909091,1.0000000000
RZE_cand_152,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,7.9000000000,1.0000000000,true,0.5864978903,0.4090909091,1.0000000000
RZE_cand_153,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,8.1000000000,1.0000000000,true,0.5864978903,0.4090909091,1.0000000000
RZE_cand_154,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,8.3000000000,1.0000000000,true,0.5864978903,0.4090909091,1.0000000000
RZE_cand_155,0.0000000000,6.0000000000,11.3000000000,1.1000000000,0.3000000000,8.5000000000,1.0000000000,true,0.5864978903,0.4090909091,1.0000000000
RZE_cand_156,0.0000000000,6.0000000000,11.3000000000,1.2000000000,0.3000000000,2.5000000000,1.0000000000,true,1.0000000000,0.6672550750,1.0000000000
RZE_cand_157,0.0000000000,6.0000000000,11.3000000000,1.2000000000,0.3000000000,2.7000000000,1.0000000000,true,0.9824561404,0.6445012788,1.0000000000
RZE_cand_158,0.0000000000,6.0000000000,11.3000000000,1.2000000000,0.3000000000,2.9000000000,1.0000000000,true,0.9147005445,0.6232481451,1.0000000000
RZE_cand_159,0.0000000000,6.0000000000,11.3000000000,1.2000000000,0.3000000000,3.1000000000,1.0000000000,true,0.8556876061,0.6033519553,1.0000000000
RZE_cand_160,0.0000000000,6.0000000000,11.3000000000,1.2000000000,0.3000000000,3.3000000000,1.0000000000,true,0.8038277512,0.5846867749,1.0000000000
RZE_cand_161,0.0000000000,6.0000000000,11.3000000000,1.2000000000,0.3000000000,3.5000000000,1.0000000000,true,0.7578947368,0.5671417854,1.0000000000
RZE_cand_162,0.0000000000,6.0000000000,11.3000000000,1.2000000000,0.3000000000,3.7000000000,1.0000000000,true,0.7169274538,0.5506190823,1.0000000000
RZE_cand_163,0.0000000000,6.0000000000,11.3000000000,1.2000000000,0.3000000000,3.9000000000,1.0000000000,true,0.6801619433,0.5350318471,1.0000000000
RZE_cand_164,0.0000000000,6.0000000000,11.3000000000,1.2000000000,0.3000000000,4.1000000000,1.0000000000,true,0.6469833119,0.5121951220,1.0000000000
RZE_cand_165,0.0000000000,6.0000000000,11.3000000000,1.2000000000,0.3000000000,4.3000000000,1.0000000000,true,0.6315789474,0.4899749373,1.0000000000
RZE_cand_166,0.0000000000,6.0000000000,11.3000000000,1.2000000000,0.3000000000,4.5000000000,1.0000000000,true,0.6315789474,0.4731543624,1.0000000000
